,Plot,Genre
41,"Unlike the play Joan of Lorraine, which is a drama that shows how the story of Joan affects a group of actors who are performing it, the film is a straightforward recounting of the life of the French heroine. It begins with an obviously painted shot of the inside of a basilica with a shaft of light, possibly descending from heaven, shining down from the ceiling, and a solemn off-screen voice pronouncing the canonization of the Maid of Orleans. Then, the opening page of what appears to be a church manuscript recounting Joan's life in Latin is shown on the screen, while some uncredited voiceover narration by actor Shepperd Strudwick sets up the tale. The actual story of Joan then begins, from the time she becomes convinced that she has been divinely called to save France to her being burnt at the stake at the hands of the English and the Burgundians.",drama
42,"Pee-wee Herman has a dream of being a famous singer. He makes his exit by disguising himself as Abraham Lincoln. One of the fans asks him for his autograph, but his disguise is promptly exposed. They chase after him and he flies off to his ranch. Pee-wee finally awakens from his dream that morning to work on his farm with Vance the pig (Wayne White). Later, he has lunch with his fiancée, school teacher Winnie Johnson (Penelope Ann Miller). Next, he races Vance to a general store owned by Mr. Ryan (Albert Henderson) to order a cheese sandwich.
The Sheriff (Kenneth Tobey) warns everyone of a large storm approaching town. After the storm ends, Pee-wee emerges from his storm shelter to discover that an entire traveling circus has been blown into his backyard. Befriended by Cabrini Circus manager Mace Montana (Kris Kristofferson), Pee-wee is hoping to impress Gina Piccolapupula (Valeria Golino), a trapeze artist and the circus' star attraction, thereby incurring the jealousy of his relationship with Winnie until she meets Gina's older brothers, the Piccolapupula Brothers. Gina leaves Pee-wee when she finds out about Winnie, but later returns to him when she realizes that Pee-wee actually loves her.
Pee-wee wants to join the circus, but his attempts fail. Gina then tells Pee-wee about her deceased father Papa Piccolapupula who was a famous aerialist who suffered a fall performing the Spiral of Death. Gina states that Pee-wee should try walking the tightrope in his honor.
Mace comes up with a brilliant idea: to stage a three-ring spectacular saluting the American Farm. The problem is that the majority of the town's residents are careless elderly people who have been demanding the circus Pee-wee is helping leave town.
The Sheriff and Mr. Ryan lead the elderly townspeople show up as the Sheriff attempts to arrest Pee-wee. The Sheriff promises to drop the charges if the circus leaves town. While the Circus is packing, Mace tells Pee-wee they will do the circus elsewhere to prevent Pee-wee from going to prison. Pee-wee saves the day when he sneaks modified cocktail weenies from his hot dog tree to the elderly townspeople, causing them to become children once again. Without any memories of what happened, the children attend Mace's circus and watch Pee-wee perform.",comedy
43,Two women of different social backgrounds work together in a dressmaker's.,drama
44,"Moore and Caine play dual roles—a pair of small-time con-men and a pair of inept nuclear physicists who believe they have invented a limitless supply of energy. The con men use their resemblance to the scientists to con their way into the scientists' safe deposit boxes and steal the formula, but in so doing, they become entangled in a shady world of spies and international intrigue. The film includes a number of cameo appearances, including Jenny Seagrove (Winner's partner at the time) playing two different roles, John Cleese, Patsy Kensit, Alexandra Pigg and Nicholas Courtney. The film also features Roger Moore's daughter, Deborah Moore, in a supporting role.",comedy
45,"Rival journalists Jack and Minnie (Hulbert and Courtneidge) compete for a scoop about a missing heiress (Tamara Desni). When they track her down to Switzerland, Jack falls for her and Minnie gets to write up the story.",comedy
46,"A woman who cheated on her loving husband is thrown out of her home by said husband. Twenty years later, she finds herself accused of murder for saving her son, who does not know who she is as he was raised without her. He finds himself defending her without knowing her background.",drama
47,"Jatt Ambarsariya alias Diljit Singh (Diljit Dosanjh) lives a dual life as a RAW agent and insurance agent. He is put on a mission to save the honest and idealistic Home Minister of Punjab from a drug mafia who is plotting the minister's murder.
During the course of the mission, Jatt Ambarsariya meets Jasleen Kaur (Navneet Kaur Dhillon), his boss at the insurance company, and Kirat (Monica Gill), his landlord. In accomplishing his mission, he falls in love with both of them and the same goes for them, resulting in a love triangle. But Ambarsariya, being true to his job, breaks their hearts.",drama
48,"For the first time in 58 years because of a cold, retired schoolteacher Mr. Chipping (Robert Donat) misses a first-day assembly at Brookfield Public School. That afternoon he falls asleep in his chair and his teaching career is related in flashback.
When 25-year-old Charles Edward Chipping first arrives as a Latin teacher in 1870, he becomes a target of practical jokes on his first day. He reacts by imposing strict discipline in his classroom, making him disliked but respected. Twenty years pass and he becomes the senior master. He is disappointed in not receiving an appointment as a housemaster within the school for the following year. However, the new German teacher, Max Staefel (Paul Henreid), saves him from despair by inviting him to share a walking holiday to his native Austria.
While mountain-climbing, Chipping encounters Kathy Ellis (Greer Garson), a feisty English suffragette who is on a cycling holiday with a friend. They meet again in Vienna where she persuades him to dance to the Blue Danube Waltz. This piece of music is used as a leitmotif, symbolizing Chipping's love for her. Staefel remarks that the Danube does not appear blue, but Chipping remarks it only appears so to those who are in love. On another part of the same boat, as Kathy looks at the river, she tells her friend that it is blue. Even though Kathy is considerably younger and livelier than Chipping, she loves and marries him. They return to England, where Kathy takes up residence at the school, charming everyone with her warmth.
During their tragically short marriage (she dies in childbirth, along with their baby), she brings ""Chips"" out of his shell and shows him how to be a better teacher. He acquires a flair for Latin puns. As the years pass, Chips becomes a much-loved school institution, developing a rapport with generations of pupils; he teaches the sons and grandsons of many of his earlier pupils.
In 1909, when he is pressured to retire by a more ""modern"" headmaster, the boys and the board of governors of the school take his side of the argument and tell him he can stay until he is 100, and is free to pronounce Cicero as SIS-er-ro, and not as KEE-kir-ro.
Chips finally retires in 1914 at the age of 69, but is summoned back to serve as interim headmaster because of the shortage of teachers resulting from the First World War. He remembers Kathy had predicted he would become headmaster one day. During a bombing attack by a German zeppelin, Chips insists that the boys keep on translating their Latin - choosing the story of Julius Caesar's battles against Germanic tribes, which describes the latter's belligerent nature, much to the amusement of his pupils. As the Great War drags on, Chips reads aloud into the school's Roll of Honour every Sunday the names of the many former boys and teachers who have died in the war. Upon discovering that Max Staefel has died fighting on the German side, Chips reads out his name in chapel, too.
He retires permanently in 1918, but continues living nearby. He is on his deathbed in 1933 when he overhears his colleagues talking about him. He responds, ""I thought you said it was a pity, a pity I never had any children. But you're wrong. I have! Thousands of 'em, thousands of 'em ... and all ... boys.""",drama
49,"The film is an examination of libidinous basketball star Hector Bloom, and contrasts his sporting prowess on the court to his bedroom antics. Most notably, Hector has an affair with his favorite professor's wife Olive that goes nowhere. This, and many other events, occur within a heated early 1970s backdrop of university politics, sporting hijinx, and anti-war sentiments. The title is related to driving to the basket in basketball.",drama
50,"""Blue"" Monroe (played by Seda) is a 16-year-old juvenile offender (convicted of murdering an abusive stepfather) who is dying of abdominal cancer. Dr. Michael Reynolds (played by Harrelson) is Blue's rich, self-absorbed oncologist.
During a medical visit, Blue discovers that he has only a month to live and decides to escape. He kidnaps Dr. Reynolds and forces him to drive to Arizona to visit a mountain lake sacred to the Navajo people. The trip forces both to confront their sense-of-self and life choices.",drama
51,"Mike Harvey (Cromwell) and Betty Cameron (Wilson) are college sweethearts at a New York college. They are so anxious to consummate their relationship that Mike suggests that the two of them quit college, get married and move to California where a friend of his has offered him a job. Both Mike's mentor, Professor Matthews, and Betty talk him out of it. In a funk, Mike goes to the local diner.
Dora (Judge) is an underage waitress who has had a crush on Mike and suggests that he walk her home after her late shift. Arriving at her house, she invites him in. Once in the house she lets him know that her father is working the night shift, offers Mike some of the liquor her father keeps hidden and turn on the music. The drunken couple begin kissing and end up having sex. They wake up the next morning as Dora is asking Mike if he's sorry for what happened. At that moment Dora's father (Barlow) comes in. He sees the rumpled condition of the couple, hears Dora's words and immediately has Mike arrested for corrupting the morals of a minor.
Matthews bails Mike out and when they meet with Dora and her father in the District Attorney's office, Mr Swales presents Mike with two options: marry Dora or have charges brought against him. Despite Professor Matthews attempts to intervene, Dora's father insists that Mike marry his daughter and Mike finally acquiesces. The plan is made for them to get married that night and leave immediately for California. Mike goes to see Betty who has changed her mind and wants to leave school right away to get married. Mike tells her that he has to marry someone and why, she becomes distraught and suggests they run away and get married right away. He tells her that he has to do the right thing by Dora and leaves. Betty is visibly upset and later Duke Galloway, a classmate of Mike and Betty's offers to take her for a ride to help cheer her up.
Mike arrives at Dora's house. Her father lets him know that the preacher is on the way. Dora comes downstairs in a white suit for the wedding and so that she can leave with Mike right away. Professor Matthews is standing up for Mike. Before the preacher can arrive, Professor Matthews is summoned to the hospital and he takes Mike with him with Dora and her father following behind.
When the arrive at the hospital they find out that Duke has had a bad car accident. Betty is badly injured but Duke dies from his injuries at the hospital. Dora sees Mike and Betty and tells her father that she refuses to marry Mike because she can see how much he and Betty love each other.
The last scene shows a now married Mike and Betty on the train to California.",drama
52,"Friends Hermie (an aspiring artist), Oscy (a jock), and Benjie (a nerd) graduate high school in the Spring of 1944, under the looming threat of World War II. At a post-graduation party, Hermie and Oscy are startled when Benjie tells them that he's enlisted in the Marines. While Hermie and Oscy spend the Summer working at a loading dock, Benjie goes to basic training; at Summer's end, they see him off on his way to fight in the Pacific Theater.
At their fathers' behest, Oscy and Hermie go to college. Much of the film consists slice of life vignettes depicting college life during wartime, with the effect of the war on the home front as a constant recurring theme.
While Hermie is serious about his studies, Oscy primarily sees it as an opportunity to pick up girls. On the campus newspaper staff, Hermie meets and falls in love with Julie, a well-to-do coed. At her suggestion, Hermie and Oscy join a frat and successfully pass through the requisite hazing rituals. Shortly after moving into the frat house, though, Oscy is expelled for bringing girls to his room, and Hermie finds himself saddled with an annoying roommate. Oscy, seeing no other alternative, enlists in the army.
Hermie and Julie have a falling out after Julie tells him she intends to go out on a non-romantic date with an old boyfriend coming into town on shore leave. Hermie expresses his distrust for Julie and they break up. Back at the frat house, Hermie receives a phone call from his mother that his father has died unexpectedly. Returning home for the funeral, he's reunited with Oscy, who has passed basic training and is now a typist on Governor's Island. Oscy takes Hermie out for a night of drinking in his father's memory, culminating in a bar room brawl. Back at Hermie's house, a drunk Hermie voices his inability to accept his father's death before passing out. Oscy stays up through the night, watching over Hermie.
Hermie returns to college and is about to call for a cab at the New York, New Haven and Hartford Railroad train station when Julie arrives in her car. She tells him that Hermie's mother told her about his father's death, and that she's come to reconcile with him. Julie further tells Hermie that she's learned he passed his final exams for the semester and has successfully completed his Freshman year. Hermie and Julie reconcile and climb into the back seat of Julie's car as the film ends.",drama
53,"A successful author (Ali Fazal) pretends to be a geek in order to impress his girlfriend's (Anisa) brother (Gulshan Grover), because he expects his brother-in-law to be intelligent. While the hero is almost on the verge of winning over his girl's bhaiya, his rowdie lookalike shows up, adding to the drama. That's not all. Even the bhaiya has a lookalike which doubles the drama and confusion.",comedy
54,"Described as ""a coming-of-age drama that evolves into a crime thriller"",[4] the film begins with teenagers Jonas and Casey meeting, introduced by Casey's faithful dog Blaise. Jonas spends his days working on his father's cattle ranch in the Great Lakes region of North America; Casey and her father Wayne, a police sergeant, are the new neighbors. Wayne tries to quell the romance blossoming between Casey and Jonas. When Jonas sees Wayne hit Casey, Jonas and Wayne get into fight and Wayne threatens Jonas's life. Later, Jonas sees Wayne steal a large sum of money; Jonas takes the money from Wayne and he and Casey go on the lam, living outdoors and trying to stay one step ahead of Wayne and the authorities.",drama
55,"Loosely based on the real-life actor-manager Geoffrey Kendal's family and his travelling ""Shakespeareana Company"", which earned him the Indian sobriquet ""Shakespearewallah"", the film follows the story of nomadic British actors as they perform Shakespeare plays in towns in post-colonial India.[2] In this story, Tony Buckingham (Geoffrey Kendal) and his wife Carla (Laura Liddell) oversee the troupe. Their daughter, Lizzie Buckingham (Felicity Kendal), falls in love with Sanju (Shashi Kapoor), who is also romancing Manjula (Madhur Jaffrey), a Bollywood film star.
In real life, Shashi Kapoor fell in love with Felicity's elder sister Jennifer Kendal. Their marriage provided an important contribution to the Indian film industry until Kendal's death in 1984.",drama
56,A bawdy yarn concerning three sex-starved sailors on leave and on the rampage in a British town.[3],comedy
57,"Chief Inspector Robin (Teddy Robin) receives information about the release of a felon who is rumored to be interested in murdering someone. At first, he is unable to determine the identity of both the felon and the supposed victim. However, after some research, he concludes the felon is triad boss Ah Capone (Karl Maka) and the victim is private investigator Yoho (George Lam). In order to protect Yoho, Inspector Robin arrests him on a trivial charge and locks him up at the police station.
After Capone is released from prison he meets up with the four heads of the four families to re-establish his position as head honcho and express his goal of murdering Yoho. He issues a death warrant for Yoho and sends henchman, Popeye (Eric Tsang) to act upon it.
Yoho and Inspector Robin turn out to be childhood friends. Inspector Robin repeats his reason for keeping Yoho locked up, however Yoho appears to be unconcerned and insists on leaving. To prevent him leaving, Inspector Robin imposes a $5000 bail. However to his surprise, a mysterious woman (Yiu Wai) arrives to promptly pay the $5000 bail money upfront. Although Yoho doesn't know the woman, he leaves with her. On the way out, they bump into Popeye who deliberately got arrested in order to kill Yoho in prison.
Yoho follows the mysterious woman to her house where he learns she is married to a rich, disabled old man, Yummy (Tang Kee-chan). The old man informs Yoho that his wife is in fact trying to kill him in order to obtain his assets. Yoho promises the old man that he'll obtain evidence of his wife's treachery.
After Yoho follows the old man's wife, they are both captured by Capone who locks them up and leaves them to die. They eventually escape and return to Yummy's house and notice some henchmen posted outside. Yoho learns that Capone tricked Yummy into believing that Yoho and his wife were having an affair to pave the way for Mimi to seduce Yummy. Filled with rage, Yummy chased and shot at the pair. They were finally able to escape and leave the house separately. On his way, Yoho meets a young woman, Wai (Marylinn Wong) who helps him escape the henchmen.
Meanwhile, Mimi successfully seduces Yummy who learns of her true intent and drops down in a faint. On his way to unconsciousness, he reveals the existence of a daughter and that he'll leave everything to her.
Wai tells Yoho of her relationship with Yummy. During their conversation, Yoho receives a phone call from Inspector Robin who tells him that Yummy is in the hospital. Yoho follows Wai to the hospital and finds that Capone's henchmen are also looking for Yummy. Yoho decides to try and spirit Yummy out of the hospital. Unfortunately, he is ambushed and Wai is kidnapped by an unknown party.
Capone receives a phone call from a woman claiming she has Wai and that he must come up with the ransom to rescue Wai if he wants Yummy's assets. After they disconnect, the woman is revealed to be Yummy's wife. It is then revealed further that it is a huge scam as Yummy, Yummy's wife and also his daughter are a family of professional swindlers. As well, Yoho was already privy to all of this but didn't uncover their identities because he wanted to find out about Yummy's swindling scheme. Yoho partners up with Yummy for a second scheme, to swindle the four heads of the four families. With Yummy's agreement, Yoho then sets up the four heads of the four families.
Both Capone and the fours heads of the four families arrive at the appointed place at the same time. After a shoot-out, Inspector Robin appears with a troop of policemen and arrests everyone. The random is collected but as both bags are deposited into a police cruiser, it is driven away by Yoho. Inspector Robin and Capone give chase but only Inspector Robin makes it to the pier where Yummy and his family are waiting for Yoho. Yoho hands over the ransom to Yummy. In an apparent betrayal, Yoho and Inspector Robin shoot each other while Yummy takes the opportunity to escape with his family and ransom. After the boat takes off, Yoho and Inspector Robin get up unharmed and Yummy finds the random is actually worthless paper. Yoho and Inspector Robin then take off with the real money to Paris.",comedy
58,"Albert 'King' Cole is a talented heavyweight boxer who has potential to achieve the championship. At least his trainer, Henry 'Pop' Hardy thinks so. Hardy brings in his friend Mr. Wayne to sponsor Cole. Cole meets Mr. Wayne's daughter, Eleanor who is arrogant, but Cole manages to catch Eleanor's attention. Will they overcome their differences and obstacles and be together?",drama
59,"Chimney sweep Joe (Norman Evans) inherits a dilapidated hotel which, with the help of former army chums as staff, he starts to turn around. A pair of devious property developers however, attempt to buy the hotel from him, knowing that the land is due to be redeveloped, and to increase in value when an airport is built nearby.",comedy
60,"Fellow department store shopgirls and roommates Gerry March (Crawford), Connie Blair (Anita Page) and Franky Daniels (Dorothy Sebastian) take different paths in New York City, but all seek to marry wealthy men. Connie pursues an affair with David Jardine (Raymond Hackett), son of the department store owner. Meanwhile, Franky meets the slick-talking Marty Sanderson (John Miljan) when he comes into the store to buy $500 worth of towels. However, when Sanderson comes to pick Franky up, he hits on Gerry instead.
At the same time, Gerry has been constantly courted by the dashing Tony Jardine (Robert Montgomery), elder son of the store owner. He is used to getting what he wants, but when he invites her to visit the gardens on his estate alone. Gerry, who believes that virtue will be her only reward, rebuffs Tony and intimates that he is childish.
Franky falls in love with Sanderson, who spoils her with diamonds and silk. Gerry is suspicious, especially when she finds them both drunk and has to lead Franky out. However, unbeknownst to them, Sanderson is the leader of a criminal gang that steals from department stores like the one the women work at. The police come to apprehend Franky, believing she is a part of the gang, but she knows nothing of it.
Meanwhile, Connie is very happy with David and intends to marry him. However, she reads in the newspaper that David intends to marry the high-society Evelyn Woodforth (Martha Sleeper). She listens to the reception being broadcast on the radio and takes poison in an attempt kill herself. Gerry finds her and goes to Tony in order to force David to leave his reception to visit Connie. In a contentious conversation, Tony forces David to leave and visit Connie, and this selfless act attracts Gerry and convinces her that Tony is a good guy after all. However, despite David's visit, Connie dies.",drama
61,"Set in 1911 and the growing protest against British rule in Ireland, young John Cassidy (Seán O'Casey)[3] is a labourer by day and a pamphleteer by night. When the pamphlets he has written incite riots, Cassidy realizes he can do more for his people with the pen than with the sword. He writes a new play, The Plough and the Stars, which he submits to the Abbey Theatre (which had already rejected another of his plays, The Shadow of a Gunman), and is surprised when W.B. Yeats, the founder of the Abbey, accepts and produces his new play. The opening of the play causes the audience to riot, and he loses many friends; but he is undeterred and is soon acclaimed as Ireland's outstanding young playwright.
As early as 1907, performances of John Millington Synge's The Playboy of the Western World resulted in riots by theatergoers, which had to be quelled by police.[4] The real W.B Yeats, a friend of both authors, said similar words at or after both riots.[3][5] Young Cassidy brings this parallel history (the riots of The Plough and the Stars and The Playboy of the Western World) to vivid life, tied together by the character of Yeats.",drama
62,"Margaret Selfridge (Hulette) lives with her affluent father, Simon (Currier) and her Aunt Abigail (Lucy Beamont) in a mansion in New York City. She is involved in a romantic relationship with Garry Homes (Earle), an honest man from a modest background.
While walking through the city one day, Garry discovers Peggy crying outside a fruit stand, lost and alone. He quickly becomes fond of her, but he does not recognize her as his daughter, and takes her to the police station. The police call the Selfridges, but Garry leaves before they arrive to claim Peggy. He does however leave his dog behind to watch over Peggy; she becomes immediately attached to him and insists on adopting him.
Another ex-convict engages Garry to help him commit a burglary. He is reluctant to participate, but finally decides that the money will help him get back on his feet.
The Selfridge family decamps to their mansion in Westchester for the summer. One evening, Peggy asks if she can borrow her mother's most cherished possession: her wedding ring, which she wears on a chain around her neck. Margaret agrees, and Peggy happily wears the necklace to bed.
That night, Peggy is woken by noise in the house. She investigates and discovers Garry in the study as he is in the process of robbing the safe. She tells him he cannot steal her grandfather's jewels, and offers him Margaret's necklace in exchange. Garry immediately recognizes the ring on the necklace, and realizes that Peggy must be his daughter. Before he has a chance to explain the situation, Simon Selfridge returns home. He does not recognize Garry and shoots him, believing him to be an intruder.
Simon calls a doctor, and Garry eventually recovers from his injury. Simon finally reconciles with his daughter and welcomes Garry to their home. The film concludes with the entire Selfridge clan, Garry included, living as a happy family.",drama
63,The story takes place in Japan primarily during the late 1930s (Shōwa period). The sisters live in the Kansai area (Kobe/Osaka) and travel to Tokyo and other prefectures throughout the novel.,drama
64,"When a bank manager discovers Peter Stirling, one of his tellers, is attracting public attention he calls the young man in who relates his story in flashback.
Then Second Lieutenant Peter Stirling (Donald O'Connor) is caught behind Japanese lines in Burma during World War II. Francis, a talking Army mule (voiced by Chill Wills), carries him to safety. When Stirling insists that the animal rescued him, he is placed in a psychiatric ward. Each time Stirling is released, he accomplishes something noteworthy (at the instigation of Francis), and each time he is sent back to the psych ward when he insists on crediting the talking mule. Finally, Stirling is able to convince General Stevens (John McIntire) that he is not crazy, and he and the general become the only ones aware of Francis' secret. In an effort to get himself released from the psych ward, Stirling asks Stevens to order Francis to speak, but the mule will not obey until it becomes clear that Stirling will be arrested for treason if he remains silent.
During one of his enforced hospital stays, he is befriended by Maureen Gelder (Patricia Medina), a beautiful French refugee. He grows to trust her and tells her about Francis. Later, a propaganda radio broadcast from Tokyo Rose mocks the Allies for being advised by a mule. This leads to the suspicion of Stirling or Maureen being a Japanese agent. The press is later informed that the absurd mule story was concocted in order to flush out the spy, and with Francis' help, the real culprit is identified.
Francis is shipped back to the U. S. for further study, but his military transport crashes in the wilds of Kentucky. After the war, convinced that Francis survived the crash, Peter searches for and finally finds the mule still alive and well and talking!",comedy
65,"A teens life is shattered by a fatal car crash. Leaving his mother dead and him lost from the world. He's forced to move to a small town to live with his grandmother, whom he's never met. After living together they discover that they're unable to find peace with their own demons until they've found peace with each other. Broken Roads is a contrasted portrait of life; dealing with loss. A character driven journey of rediscovery and the hills climbed which forever change us.",drama
66,"A director, Alan Smithee, has been allowed to direct Trio, a big-budget action film starring Sylvester Stallone, Whoopi Goldberg and Jackie Chan. The studio recuts the film, and when Smithee sees the results (which he describes as being ""worse than Showgirls""), he wants to disown the film. However, since his name is also the pseudonym used by Hollywood when someone does not want to have their name attached to a bad film, he steals the film and flees, threatening to destroy the film by burning it.",comedy
67,"Fred Amidon is a New York City bank teller whose wife Rachel is divorcing him. Fred already has a new fiancée, bank colleague Pamela Anders, with whom he is about to embark on a vacation.
While on a picnic in the park, Fred is stung on the chin by a bee. Because it hurts him to shave, Fred lets a full beard grow. He returns to work from vacation and is surprised when his boss orders him to shave. Pamela doesn't care for the beard, either, but Fred is tired of always conforming to everyone else's desires and demands. He refuses and is fired.
Colleagues come to Fred's defense. The male ones grow beards in support. Co-workers go on strike and carry picket signs outside the bank, soon joined by hippies and jazz musicians with beards. Fred becomes an overnight media sensation.
Rachel likes the new Fred's backbone and fortitude. Pamela does not. She drugs his wine and has her brothers shave him. Fred wakes up with their work half-finished. He flees on foot, wearing half a beard and nothing else but underwear and shoes. Police arrest him and place him in a psychiatric ward. Rachel rescues him, they reconcile and Fred shaves the beard, which he never intended to keep.",comedy
68,"At the New York Bulletin newspaper, its owner, Robert Drexel Gow (Charles Coburn), receives a teletype story that the newspaper’s thirty-nine-year-old editor, Max Wharton (Alexander Knox), is resigning to enlist in the army. Robert is livid, both at the news and the method that he found out about the news. There is a second story on the teletype: Max’s wife, the famous novelist Paula Wharton (Irene Dunne) (whom Max calls Paulie), is in Hollywood adapting her latest book into a movie screenplay. Max wants to do his duty as a citizen and responsible journalist to be close to the war (World War II). Robert’s view is that without Max, the newspaper will fold because Max *is* the newspaper.
From Hollywood, Paulie telephones Max and congratulates him on his decision. After Max informs her of the plan of basic training then possibly officer’s candidate school, Paulie decides that she will move to where ever that school is to be close to him.
After completion of basic training, Max sends Paulie a telegram that officer’s candidate school is in Tetley Field, Florida. She doesn’t quite understand Max’s motivations, but she wants to see her husband succeed in this passion.
Paulie arrives at Palmetto Court looking for bungalow 26D and meets the last tenant, Jan Lupton (Jeff Donnell), whose husband Roy has just graduated to second lieutenant. Jan gives Paulie the lowdown on life in 26D, and that life for the enlisted at Tetley Field is all work, work, work. With school, Jan relays a story she heard where once you’re over 21 years of age, your brain doesn’t absorb the material taught anymore. Max comes by the bungalow surprised to see his wife there already. They have a loving reunion. The Luptons say goodbye to the Whartons, who can now have a proper reunion.
Max and Paulie discuss their upcoming life. Paulie wants to be just like all the other army wives living in the complex. With his difficulties in school, Max is concerned if he is doing the right thing for himself, for the country and for the newspaper. But his reason for doing this in the first place was to see the war first hand so that the newspaper could have some credible first hand account.
There is a frantic knock on the door. It is the Luptons. The train’s been delayed and, after an uncomfortable silence,the Whartons offer the Luptons the bedroom for the night; Paulie will sleep on the sofa in the living room. The Lupton’s return will delay the more passionate part of the Wharton’s reunion until another time.
Robert, the publisher, calls wanting to speak to Max about the newspaper’s future, the newspaper which he feels is falling apart. Robert is yelling and screaming how much he needs to make important decisions with Max’s input. After Paulie in return yells back that Robert is not to disturb Max during this time (not mentioning Max’s troubles in school), she abruptly hangs up on him.
Over the next several weeks, both Max and Paulie get ensconced in their new respective lives. Paulie is doing work foreign to her: housework. Max uses whatever free moment he has to cram more and more information into his brain, which he is still finding difficult to do.
After a field exercise, a tired Max hops into his bunk. He is approached by a fellow student named Paulson, a reporter with the base’s newspaper, the Tetley Field Sentinel. He wants Max, as the most famous recruit on the base, to write a story about himself for the newspaper. Max is reluctant to do so if only for lack of time, but Paulson leaves him to consider the offer.
At the base, Max is called into Colonel Foley’s (Charles Evans) office. The Colonel mentions that both his wife and mother-in-law are admirers of Mrs. Wharton and plan on dropping by the bungalow later that afternoon. Max is pleasantly surprised at the announcement, but surprised nonetheless as he in unaware of Mrs. Gates’ encounter with Paulie.",comedy
69,"Johnny Moon is a mob boss who controls everything from politicians to a profitable women's penitentiary he runs. He has ruined many lives, including that of Helen Martin, a teacher, and her sister Jean.
A political reformer, Frank Donovan, is able to persuade Helen to go undercover behind bars, posing as an inmate, to unearth evidence that will prove Moon's abuse of the incarcerated women. She ultimately succeeds, but not before placing her life in grave danger.",drama
70,"Bill has an unusual dilemma when he returns home from the war in Korea, where he'd been a pilot. Out of pride, he wants to provide the sole support for Doris and their family, but Doris isn't sure what to do because she has just inherited a fortune.",comedy
71,"Pop, the janitor of a downtown New York City apartment building, is in the hall changing the lights. While there, he overhears an argument coming from within one of the apartments. The argument is between a young woman named Maria and her overbearing Italian mother, who is concerned that her daughter is bringing shame to the family name by associating with another tenant in the building named Eileen, who works as a prostitute.
After storming out of the apartment, Maria encounters Pop in the hall and he begins to calm her down and the two eventually go into the building's kitchen to talk. Maria explains that the argument was about her friendship with Eileen, before then admitting her admiration for her friend's beauty and supposed exciting lifestyle.
Pop then begins to tell Maria a story of a young woman named Johnnie, who used to live in the building with her husband Frankie about ten years earlier. The film flashes back to Frankie and Johnnie on their fire escape. It is evident that there is an emotional distance between the two, as Frankie seems unhappy with his life, leaving Johnnie, who is pregnant with their baby, to feel isolated. The two reminisce about how they first met, before Frankie mentions an old friend whom he had recently seen. This old friend was in the Navy, and was traveling all over the world. Frankie starts detailing his fascination for Navy life and the prospects it can bring to him, before Johnnie, realizing that Frankie desires to leave her for a better life, tries to change the subject. Pop then narrates that a few weeks later, Johnnie woke one morning to find that Frankie had left her and their unborn baby. Maria asks what happened to the baby, to which Pop informs her that Johnnie had a miscarriage. He also adds that Johnnie eventually changed her name to Mae and moved on with her life. However, she remained a tenant in the building.
While discussing Mae, Pop mentions another couple who live in the building, Flo and Charley, who were involved with Mae at one point. The film then flashes back and shows the beginning of this couple's relationship. It is shown that Charley was friends with Mae, and she comes to his apartment one morning telling him that she is pregnant. Mae reveals to Charley that she plans on putting the baby up for adoption once it's born. Charley, feeling sorry for Mae, asks her to marry him. A few days later, Flo meets Charley in a bar where he explains this situation to her. Eventually, Charley realizes that he loves Flo and that he can't marry Mae just because he feels sorry for her. He then asks Flo to marry him. As Pop finishes narrating the story to Maria, Flo comes into the kitchen and is shown to be pregnant herself with Charley's baby. Maria and Flo begin talking about what became of Mae. Flo explains that while she and Charley got married, Mae had her baby and put it up for adoption like she said she would. Flo also elucidates that Mae, like she had done before, changed her name, this time to Eileen. Maria then realizes that her friend Eileen is the subject of the stories she has been told.
Flo tells Maria about Eileen, who works as a prostitute at a nearby club. One night, she arrives to her apartment to find her lover Billy waiting for her. Billy is a sailor and is in love with Eileen, although she does not reciprocate this feeling. While she removes her makeup and undresses, Billy professes his desire to marry her, stating that he does not care about her past. She interjects by informing him of the many men she has been with and the things she has done with them, before then reflecting of a time when she was in love with a man whom she planned to marry. However, he was killed in an accident shortly before their wedding. Billy still expresses his wish to marry her and while doing so, accidentally breaks a porcelain doll given to her by the man she once loved. Eileen then becomes hostile towards Billy, and begins mocking him, telling him she would never marry him and that she would never love him. Billy incidentally brandishes a gun and points it at Eileen, to which she tells him to go ahead and shoot. Billy, not being able to shoot her, walks out of the room and ultimately kills himself.
Eileen, at first in a state of shock, sits down at her mirror and begins re-applying her makeup, implying that she will again move on with her continuously troubled life.",drama
